Id	Population	RawCoord1	RawCoord2	RawCoord3	RawCoord4	RawCoord5	RawCoord6	RawCoord7	RawCoord8	RawCoord9	RawCoord10	RawCoord11	RawCoord12	RawCoord13	RawCoord14	RawCoord15	RawCoord16	RawCoord17	RawCoord18	RawCoord19	RawCoord20	RawCoord21	RawCoord22	RawCoord23	RawCoord24
or_469	or	7.391	14.027	5.913	17.492	6.267	19.555	6.975	21.68	8.207	24.359	10.393	27.254	15.09	29.671	14.212	16.414	18.631	17.014	16.26	19.971	18.492	21.095	22.85	21.664
or_470	or	7.13	17.834	5.975	22.053	6.899	23.994	8.285	26.227	10.026	28.291	12.351	30.662	17.033	32.218	14.569	19.512	19.189	19.435	18.034	22.669	20.298	23.547	24.102	23.948
or_471	or	5.196	16.032	3.301	19.593	3.423	21.61	3.882	23.597	4.768	27.455	6.709	29.374	10.637	32.384	13.006	20.479	16.643	21.809	12.846	23.979	15.589	25.37	19.318	27.066
or_540	or	3.411	20.68	4.051	24.639	5.482	26.284	7.02	27.609	9.853	28.949	13.37	29.726	18.122	28.888	10.69	18.853	14.223	16.888	13.797	20.893	16.873	20.086	19.766	18.837
or_541	or	7.269	13.048	6.547	16.644	7.269	18.334	8.453	20.532	10.527	22.699	13.34	25.019	18.058	26.111	15.015	14.169	19.272	13.77	17.366	17.12	20.286	17.581	24.405	17.289
or_542	or	4.786	16.887	3.947	20.56	4.664	22.633	5.883	24.705	7.636	27.174	10.028	29.643	14.905	31.442	12.817	18.502	16.963	18.548	15.286	21.718	17.847	22.495	21.764	22.831
or_543	or	4.154	21.703	5.636	25.003	7.331	26.347	9.256	27.553	11.913	28.592	15.319	29.019	19.825	27.828	10.646	18.878	14.678	16.159	15.014	19.733	17.671	18.908	20.237	17.473
or_544	or	4.665	23.796	6.89	26.692	8.384	27.424	10.396	28.064	12.988	28.491	16.585	28.323	20.884	26.93	10.823	19.497	13.674	16.433	14.314	20.061	16.753	18.552	19.482	16.341
or_545	or	5.646	17.2	4.705	20.563	5.384	22.784	6.726	24.728	8.608	26.934	11.153	29.032	15.658	30.528	13.081	18.403	16.305	18.265	15.179	21.319	17.293	21.982	20.841	22.013
or_546	or	9.501	16.37	7.619	19.721	7.68	22.215	8.415	24.494	9.669	27.355	11.628	30.522	15.881	33.368	16.783	19.996	20.639	21.067	17.839	23.714	20.348	25.259	23.622	26.3
